Body Frame,Type of Hair,Color of Hair,Skin,Complexion,Body Weight,Nails,Size and Color of the Teeth,Pace of Performing Work,Mental Activity,Memory,Sleep Pattern,Weather Conditions,Reaction under Adverse Situations,Mood,Eating Habit,Hunger,Body Temperature,Joints,Nature,Body Energy,Quality of Voice,Dreams,Social Relations,Body Odor,Dosha
Medium,Normal,Brown,"Soft,Sweating",Glowing,Underweight,Blackish,"Irregular,Blackish",Medium,Stable,Short term,Less,Dislike Heat,Anxiety,Constant,Proper Chewing,Sudden and Sharp,Less than Normal,Heavy,"Forgiving,Grateful",Low,Fast,Fire,Introvert,Strong,Kapha
Medium,Normal,Brown,"Moist,Greasy",Glowing,Normal,Redish,"Irregular,Blackish",Medium,Aggressive,Long Term,Moderate,Dislike Heat,Anger,Changes Slowly,Irregular Chewing,Sudden and Sharp,Normal,Weak,"Forgiving,Grateful",Medium,Deep,Fire,Extrovert,Negligible,Pitta
Medium,Greasy,Black,"Soft,Sweating",Pinkish,Underweight,Blackish,"Medium,Yellowish",Medium,Aggressive,Short term,Sleepy,Dislike Heat,Anxiety,Constant,Improper Chewing,Irregular,Less than Normal,Heavy,"Egoistic,Fearless",Low,Fast,Fire,Ambivert,Mild,Pitta
Thin and Lean,Dry,Grey,"Soft,Sweating",Dark,Normal,Pinkish,"Irregular,Blackish",Slow,Restless,Good Memory,Sleepy,Dislike Moist,Anger,Changes Quickly,Proper Chewing,Irregular,More than Normal,Healthy,"Forgiving,Grateful",High,Rough,Water,Extrovert,Mild,Vata
Well Built,Normal,Grey,"Moist,Greasy",Glowing,Normal,Redish,"Medium,Yellowish",Slow,Aggressive,Long Term,Sleepy,Dislike Heat,Anger,Changes Quickly,Irregular Chewing,Skips Meal,Less than Normal,Weak,"Forgiving,Grateful",Medium,Deep,Water,Ambivert,Mild,Kapha
Thin and Lean,Normal,Brown,"Moist,Greasy",Dark,Overweight,Blackish,"Large,White",Slow,Stable,Short term,Moderate,Dislike Heat,Anxiety,Changes Slowly,Proper Chewing,Sudden and Sharp,More than Normal,Weak,"Egoistic,Fearless",High,Deep,Sky,Extrovert,Strong,Kapha
Well Built,Dry,Grey,"Dry,Rough",Dark,Normal,Blackish,"Medium,Yellowish",Slow,Restless,Short term,Sleepy,Dislike Heat,Anxiety,Constant,Proper Chewing,Sudden and Sharp,Normal,Weak,"Egoistic,Fearless",High,Deep,Water,Ambivert,Mild,Kapha
Medium,Normal,Brown,"Moist,Greasy",Glowing,Overweight,Pinkish,"Large,White",Medium,Restless,Long Term,Moderate,Dislike Heat,Anxiety,Changes Quickly,Irregular Chewing,Skips Meal,Normal,Weak,"Forgiving,Grateful",Medium,Deep,Water,Introvert,Mild,Pitta
Thin and Lean,Dry,Grey,"Moist,Greasy",Pinkish,Normal,Pinkish,"Large,White",Fast,Restless,Good Memory,Sleepy,Dislike Cold,Anger,Changes Quickly,Irregular Chewing,Irregular,Normal,Healthy,"Forgiving,Grateful",Low,Rough,Sky,Extrovert,Negligible,Vata
Medium,Greasy,Brown,"Moist,Greasy",Pinkish,Underweight,Blackish,"Large,White",Slow,Restless,Short term,Moderate,Dislike Moist,Calm,Changes Quickly,Proper Chewing,Sudden and Sharp,Less than Normal,Healthy,"Egoistic,Fearless",Low,Deep,Sky,Ambivert,Mild,Kapha
Thin and Lean,Normal,Brown,"Soft,Sweating",Pinkish,Normal,Pinkish,"Large,White",Fast,Aggressive,Short term,Moderate,Dislike Cold,Calm,Constant,Improper Chewing,Sudden and Sharp,Less than Normal,Weak,"Forgiving,Grateful",Medium,Deep,Sky,Introvert,Mild,Pitta
Well Built,Greasy,Grey,"Dry,Rough",Glowing,Overweight,Redish,"Irregular,Blackish",Fast,Stable,Short term,Less,Dislike Heat,Anxiety,Changes Quickly,Improper Chewing,Skips Meal,More than Normal,Weak,"Egoistic,Fearless",High,Fast,Water,Ambivert,Mild,Pitta
Thin and Lean,Normal,Grey,"Dry,Rough",Pinkish,Overweight,Pinkish,"Irregular,Blackish",Slow,Restless,Short term,Sleepy,Dislike Cold,Calm,Changes Quickly,Proper Chewing,Sudden and Sharp,Normal,Heavy,"Forgiving,Grateful",Low,Fast,Water,Ambivert,Strong,Kapha
Thin and Lean,Normal,Grey,"Soft,Sweating",Pinkish,Underweight,Pinkish,"Large,White",Medium,Stable,Good Memory,Moderate,Dislike Heat,Anxiety,Changes Quickly,Irregular Chewing,Skips Meal,Less than Normal,Heavy,"Egoistic,Fearless",Medium,Deep,Fire,Extrovert,Mild,Kapha
Well Built,Greasy,Grey,"Dry,Rough",Dark,Normal,Blackish,"Medium,Yellowish",Slow,Restless,Good Memory,Sleepy,Dislike Moist,Anxiety,Constant,Proper Chewing,Skips Meal,Less than Normal,Heavy,"Jealous,Fearful",High,Rough,Water,Extrovert,Negligible,Kapha
Thin and Lean,Normal,Brown,"Dry,Rough",Dark,Normal,Blackish,"Irregular,Blackish",Slow,Stable,Long Term,Sleepy,Dislike Moist,Calm,Changes Quickly,Proper Chewing,Irregular,Less than Normal,Weak,"Egoistic,Fearless",Low,Fast,Sky,Extrovert,Strong,Kapha
Well Built,Dry,Brown,"Dry,Rough",Glowing,Underweight,Redish,"Large,White",Medium,Aggressive,Long Term,Less,Dislike Heat,Calm,Constant,Proper Chewing,Irregular,More than Normal,Heavy,"Jealous,Fearful",Medium,Deep,Sky,Extrovert,Mild,Kapha
Well Built,Greasy,Brown,"Moist,Greasy",Pinkish,Overweight,Blackish,"Irregular,Blackish",Fast,Aggressive,Short term,Sleepy,Dislike Moist,Anger,Constant,Proper Chewing,Sudden and Sharp,More than Normal,Weak,"Egoistic,Fearless",Medium,Rough,Water,Extrovert,Mild,Pitta
Well Built,Normal,Black,"Dry,Rough",Glowing,Overweight,Blackish,"Irregular,Blackish",Medium,Stable,Long Term,Moderate,Dislike Moist,Anger,Changes Quickly,Improper Chewing,Irregular,More than Normal,Healthy,"Forgiving,Grateful",High,Fast,Water,Introvert,Strong,Kapha
Well Built,Greasy,Black,"Moist,Greasy",Glowing,Normal,Blackish,"Large,White",Fast,Restless,Long Term,Moderate,Dislike Heat,Calm,Constant,Improper Chewing,Sudden and Sharp,Normal,Healthy,"Jealous,Fearful",Medium,Deep,Sky,Introvert,Strong,Pitta
Medium,Normal,Black,"Dry,Rough",Pinkish,Normal,Pinkish,"Large,White",Medium,Aggressive,Short term,Sleepy,Dislike Moist,Anxiety,Constant,Irregular Chewing,Irregular,Normal,Heavy,"Forgiving,Grateful",Medium,Deep,Water,Introvert,Strong,Pitta
Medium,Normal,Black,"Dry,Rough",Glowing,Underweight,Pinkish,"Medium,Yellowish",Fast,Stable,Long Term,Sleepy,Dislike Cold,Anger,Changes Slowly,Improper Chewing,Skips Meal,Less than Normal,Weak,"Jealous,Fearful",Medium,Rough,Fire,Introvert,Negligible,Pitta
Thin and Lean,Greasy,Black,"Moist,Greasy",Dark,Normal,Pinkish,"Large,White",Fast,Aggressive,Good Memory,Moderate,Dislike Moist,Calm,Constant,Proper Chewing,Skips Meal,More than Normal,Heavy,"Forgiving,Grateful",Low,Deep,Water,Ambivert,Mild,Kapha
Well Built,Greasy,Grey,"Soft,Sweating",Glowing,Normal,Blackish,"Large,White",Slow,Stable,Long Term,Sleepy,Dislike Heat,Calm,Changes Slowly,Proper Chewing,Skips Meal,Less than Normal,Heavy,"Jealous,Fearful",Low,Deep,Water,Extrovert,Negligible,Kapha
Medium,Normal,Grey,"Soft,Sweating",Dark,Underweight,Redish,"Large,White",Slow,Restless,Short term,Less,Dislike Heat,Anxiety,Changes Slowly,Proper Chewing,Skips Meal,Normal,Weak,"Forgiving,Grateful",Low,Rough,Fire,Ambivert,Mild,Kapha
Thin and Lean,Greasy,Brown,"Moist,Greasy",Pinkish,Underweight,Redish,"Irregular,Blackish",Medium,Restless,Long Term,Less,Dislike Heat,Anxiety,Constant,Irregular Chewing,Irregular,More than Normal,Heavy,"Egoistic,Fearless",Medium,Rough,Sky,Introvert,Strong,Kapha
Well Built,Normal,Grey,"Moist,Greasy",Glowing,Overweight,Blackish,"Medium,Yellowish",Slow,Aggressive,Good Memory,Sleepy,Dislike Heat,Anxiety,Changes Quickly,Proper Chewing,Irregular,More than Normal,Heavy,"Jealous,Fearful",High,Deep,Water,Extrovert,Negligible,Kapha
Thin and Lean,Dry,Grey,"Soft,Sweating",Pinkish,Normal,Redish,"Large,White",Medium,Aggressive,Short term,Less,Dislike Moist,Anger,Changes Slowly,Improper Chewing,Sudden and Sharp,Less than Normal,Heavy,"Egoistic,Fearless",Medium,Deep,Fire,Introvert,Mild,Pitta
Medium,Dry,Brown,"Soft,Sweating",Pinkish,Overweight,Blackish,"Irregular,Blackish",Slow,Stable,Short term,Moderate,Dislike Heat,Anger,Constant,Irregular Chewing,Sudden and Sharp,Normal,Heavy,"Jealous,Fearful",Low,Fast,Fire,Ambivert,Strong,Kapha
Well Built,Dry,Grey,"Moist,Greasy",Glowing,Underweight,Redish,"Medium,Yellowish",Medium,Aggressive,Long Term,Less,Dislike Heat,Anger,Constant,Improper Chewing,Irregular,More than Normal,Heavy,"Egoistic,Fearless",Low,Rough,Sky,Extrovert,Negligible,Vata
Medium,Dry,Grey,"Soft,Sweating",Dark,Overweight,Blackish,"Large,White",Slow,Aggressive,Long Term,Moderate,Dislike Cold,Calm,Changes Slowly,Improper Chewing,Irregular,Less than Normal,Weak,"Egoistic,Fearless",High,Deep,Fire,Introvert,Strong,Kapha
Medium,Greasy,Grey,"Moist,Greasy",Glowing,Overweight,Pinkish,"Irregular,Blackish",Medium,Stable,Good Memory,Sleepy,Dislike Cold,Anger,Constant,Irregular Chewing,Irregular,Less than Normal,Healthy,"Jealous,Fearful",High,Fast,Fire,Extrovert,Negligible,Pitta
Well Built,Normal,Brown,"Moist,Greasy",Dark,Normal,Redish,"Irregular,Blackish",Medium,Aggressive,Good Memory,Sleepy,Dislike Cold,Anger,Changes Slowly,Irregular Chewing,Irregular,Normal,Weak,"Forgiving,Grateful",Low,Rough,Water,Extrovert,Strong,Vata
Well Built,Dry,Grey,"Dry,Rough",Dark,Underweight,Redish,"Irregular,Blackish",Slow,Aggressive,Good Memory,Less,Dislike Moist,Anxiety,Changes Slowly,Proper Chewing,Irregular,More than Normal,Weak,"Jealous,Fearful",Low,Rough,Sky,Extrovert,Strong,Vata
Thin and Lean,Normal,Black,"Soft,Sweating",Dark,Underweight,Pinkish,"Irregular,Blackish",Medium,Stable,Long Term,Moderate,Dislike Moist,Anger,Changes Quickly,Irregular Chewing,Skips Meal,Normal,Healthy,"Jealous,Fearful",High,Rough,Fire,Extrovert,Mild,Kapha
Medium,Normal,Grey,"Dry,Rough",Pinkish,Underweight,Pinkish,"Irregular,Blackish",Fast,Restless,Long Term,Less,Dislike Moist,Anxiety,Changes Slowly,Irregular Chewing,Sudden and Sharp,More than Normal,Heavy,"Jealous,Fearful",Low,Deep,Water,Extrovert,Mild,Pitta
Medium,Dry,Brown,"Dry,Rough",Glowing,Normal,Redish,"Large,White",Slow,Restless,Good Memory,Less,Dislike Moist,Anger,Changes Quickly,Improper Chewing,Sudden and Sharp,Less than Normal,Weak,"Egoistic,Fearless",Low,Fast,Fire,Introvert,Strong,Kapha
Thin and Lean,Normal,Grey,"Dry,Rough",Pinkish,Overweight,Pinkish,"Irregular,Blackish",Medium,Restless,Long Term,Less,Dislike Cold,Anxiety,Changes Quickly,Improper Chewing,Irregular,More than Normal,Heavy,"Forgiving,Grateful",Medium,Deep,Fire,Ambivert,Mild,Pitta
Medium,Dry,Brown,"Moist,Greasy",Pinkish,Normal,Redish,"Medium,Yellowish",Medium,Stable,Long Term,Sleepy,Dislike Cold,Anxiety,Constant,Improper Chewing,Sudden and Sharp,More than Normal,Heavy,"Forgiving,Grateful",High,Deep,Water,Extrovert,Strong,Kapha
Medium,Dry,Black,"Soft,Sweating",Glowing,Overweight,Blackish,"Irregular,Blackish",Fast,Restless,Short term,Sleepy,Dislike Heat,Anxiety,Changes Quickly,Proper Chewing,Irregular,More than Normal,Healthy,"Egoistic,Fearless",Low,Rough,Sky,Ambivert,Mild,Vata
Medium,Greasy,Grey,"Moist,Greasy",Glowing,Overweight,Blackish,"Irregular,Blackish",Fast,Aggressive,Short term,Moderate,Dislike Moist,Anger,Constant,Irregular Chewing,Irregular,Less than Normal,Heavy,"Jealous,Fearful",Low,Rough,Fire,Ambivert,Negligible,Kapha
Well Built,Dry,Brown,"Moist,Greasy",Dark,Normal,Pinkish,"Irregular,Blackish",Medium,Restless,Long Term,Sleepy,Dislike Heat,Anxiety,Changes Slowly,Improper Chewing,Irregular,Less than Normal,Heavy,"Jealous,Fearful",High,Deep,Sky,Extrovert,Strong,Kapha
Thin and Lean,Normal,Black,"Soft,Sweating",Pinkish,Overweight,Blackish,"Medium,Yellowish",Slow,Aggressive,Short term,Moderate,Dislike Heat,Anxiety,Constant,Proper Chewing,Sudden and Sharp,Normal,Heavy,"Egoistic,Fearless",High,Fast,Water,Ambivert,Mild,Kapha
Medium,Dry,Brown,"Moist,Greasy",Glowing,Normal,Blackish,"Irregular,Blackish",Medium,Aggressive,Short term,Moderate,Dislike Cold,Calm,Changes Quickly,Improper Chewing,Skips Meal,Less than Normal,Heavy,"Jealous,Fearful",Low,Fast,Water,Introvert,Mild,Pitta
Well Built,Normal,Grey,"Soft,Sweating",Dark,Overweight,Pinkish,"Irregular,Blackish",Medium,Stable,Long Term,Less,Dislike Heat,Calm,Constant,Proper Chewing,Skips Meal,More than Normal,Healthy,"Egoistic,Fearless",Medium,Rough,Sky,Extrovert,Negligible,Pitta
Medium,Normal,Brown,"Dry,Rough",Dark,Normal,Redish,"Large,White",Fast,Restless,Long Term,Moderate,Dislike Moist,Anger,Changes Quickly,Irregular Chewing,Skips Meal,Less than Normal,Weak,"Jealous,Fearful",Low,Rough,Sky,Extrovert,Strong,Pitta
Thin and Lean,Dry,Black,"Dry,Rough",Pinkish,Overweight,Pinkish,"Irregular,Blackish",Fast,Stable,Long Term,Moderate,Dislike Heat,Anxiety,Changes Slowly,Improper Chewing,Irregular,Less than Normal,Healthy,"Jealous,Fearful",Medium,Deep,Water,Ambivert,Mild,Kapha
Medium,Dry,Brown,"Dry,Rough",Dark,Underweight,Redish,"Irregular,Blackish",Fast,Stable,Long Term,Sleepy,Dislike Moist,Anxiety,Changes Slowly,Proper Chewing,Irregular,More than Normal,Healthy,"Forgiving,Grateful",Medium,Fast,Water,Ambivert,Negligible,Pitta
Well Built,Greasy,Brown,"Soft,Sweating",Dark,Underweight,Pinkish,"Large,White",Fast,Stable,Good Memory,Less,Dislike Cold,Anxiety,Constant,Proper Chewing,Sudden and Sharp,Normal,Healthy,"Jealous,Fearful",High,Rough,Sky,Introvert,Negligible,Kapha
Well Built,Greasy,Brown,"Soft,Sweating",Pinkish,Underweight,Pinkish,"Medium,Yellowish",Fast,Aggressive,Good Memory,Moderate,Dislike Moist,Calm,Changes Quickly,Proper Chewing,Skips Meal,Normal,Weak,"Forgiving,Grateful",Medium,Fast,Sky,Introvert,Strong,Pitta
Medium,Greasy,Brown,"Moist,Greasy",Glowing,Normal,Pinkish,"Large,White",Medium,Aggressive,Short term,Less,Dislike Heat,Anxiety,Changes Slowly,Improper Chewing,Irregular,More than Normal,Heavy,"Egoistic,Fearless",Medium,Deep,Sky,Ambivert,Negligible,Pitta
Well Built,Greasy,Black,"Moist,Greasy",Pinkish,Normal,Redish,"Medium,Yellowish",Slow,Stable,Short term,Moderate,Dislike Moist,Calm,Changes Slowly,Irregular Chewing,Sudden and Sharp,More than Normal,Healthy,"Jealous,Fearful",Low,Fast,Sky,Introvert,Negligible,Kapha
Medium,Dry,Brown,"Dry,Rough",Pinkish,Normal,Redish,"Medium,Yellowish",Medium,Stable,Short term,Sleepy,Dislike Heat,Anxiety,Constant,Improper Chewing,Skips Meal,More than Normal,Heavy,"Jealous,Fearful",Medium,Rough,Fire,Ambivert,Mild,Pitta
Medium,Greasy,Brown,"Soft,Sweating",Pinkish,Underweight,Pinkish,"Large,White",Fast,Restless,Short term,Less,Dislike Heat,Anger,Changes Quickly,Improper Chewing,Sudden and Sharp,More than Normal,Weak,"Egoistic,Fearless",Medium,Fast,Water,Extrovert,Mild,Pitta
Medium,Dry,Black,"Moist,Greasy",Pinkish,Underweight,Blackish,"Medium,Yellowish",Medium,Aggressive,Good Memory,Sleepy,Dislike Cold,Calm,Constant,Proper Chewing,Sudden and Sharp,Less than Normal,Healthy,"Egoistic,Fearless",Medium,Fast,Water,Extrovert,Strong,Pitta
Well Built,Greasy,Black,"Soft,Sweating",Pinkish,Underweight,Pinkish,"Medium,Yellowish",Fast,Restless,Short term,Moderate,Dislike Cold,Anxiety,Changes Slowly,Irregular Chewing,Irregular,More than Normal,Weak,"Forgiving,Grateful",High,Fast,Fire,Ambivert,Mild,Pitta
Thin and Lean,Normal,Brown,"Moist,Greasy",Pinkish,Overweight,Redish,"Irregular,Blackish",Fast,Stable,Good Memory,Less,Dislike Heat,Calm,Changes Quickly,Proper Chewing,Sudden and Sharp,Less than Normal,Heavy,"Forgiving,Grateful",Medium,Fast,Sky,Ambivert,Mild,Pitta
Medium,Greasy,Brown,"Dry,Rough",Glowing,Underweight,Blackish,"Large,White",Fast,Stable,Long Term,Sleepy,Dislike Heat,Anxiety,Changes Quickly,Irregular Chewing,Skips Meal,More than Normal,Healthy,"Egoistic,Fearless",Medium,Deep,Sky,Introvert,Mild,Pitta
Medium,Dry,Grey,"Soft,Sweating",Dark,Underweight,Blackish,"Medium,Yellowish",Slow,Stable,Short term,Sleepy,Dislike Moist,Calm,Changes Slowly,Irregular Chewing,Skips Meal,Less than Normal,Heavy,"Forgiving,Grateful",Low,Fast,Fire,Extrovert,Mild,Kapha
Medium,Normal,Brown,"Dry,Rough",Glowing,Overweight,Pinkish,"Irregular,Blackish",Slow,Aggressive,Good Memory,Sleepy,Dislike Heat,Anger,Constant,Irregular Chewing,Sudden and Sharp,Less than Normal,Healthy,"Jealous,Fearful",Medium,Fast,Sky,Extrovert,Mild,Pitta
Thin and Lean,Dry,Black,"Dry,Rough",Pinkish,Normal,Pinkish,"Large,White",Slow,Aggressive,Good Memory,Less,Dislike Cold,Calm,Changes Slowly,Proper Chewing,Sudden and Sharp,Normal,Heavy,"Egoistic,Fearless",High,Fast,Sky,Introvert,Strong,Kapha
Medium,Dry,Black,"Dry,Rough",Pinkish,Underweight,Pinkish,"Medium,Yellowish",Medium,Aggressive,Short term,Less,Dislike Cold,Calm,Changes Slowly,Improper Chewing,Irregular,Normal,Healthy,"Jealous,Fearful",High,Fast,Fire,Introvert,Strong,Pitta
Medium,Greasy,Black,"Dry,Rough",Dark,Normal,Pinkish,"Large,White",Fast,Stable,Long Term,Sleepy,Dislike Heat,Calm,Changes Slowly,Irregular Chewing,Sudden and Sharp,More than Normal,Healthy,"Jealous,Fearful",Low,Rough,Sky,Ambivert,Mild,Pitta
Well Built,Dry,Brown,"Soft,Sweating",Glowing,Normal,Redish,"Irregular,Blackish",Fast,Stable,Long Term,Sleepy,Dislike Cold,Anger,Changes Slowly,Irregular Chewing,Irregular,More than Normal,Weak,"Jealous,Fearful",Low,Rough,Fire,Extrovert,Strong,Vata
Medium,Greasy,Brown,"Soft,Sweating",Dark,Overweight,Redish,"Irregular,Blackish",Fast,Restless,Long Term,Sleepy,Dislike Cold,Anxiety,Changes Quickly,Irregular Chewing,Irregular,Normal,Weak,"Egoistic,Fearless",High,Deep,Sky,Ambivert,Strong,Pitta
Medium,Dry,Grey,"Dry,Rough",Pinkish,Underweight,Pinkish,"Medium,Yellowish",Slow,Aggressive,Short term,Sleepy,Dislike Cold,Calm,Constant,Improper Chewing,Sudden and Sharp,Less than Normal,Heavy,"Forgiving,Grateful",Medium,Rough,Water,Ambivert,Strong,Kapha
Medium,Normal,Grey,"Soft,Sweating",Dark,Underweight,Blackish,"Irregular,Blackish",Medium,Stable,Long Term,Less,Dislike Heat,Calm,Changes Slowly,Improper Chewing,Skips Meal,Less than Normal,Healthy,"Forgiving,Grateful",Medium,Fast,Water,Introvert,Negligible,Pitta
Thin and Lean,Normal,Grey,"Soft,Sweating",Dark,Overweight,Redish,"Medium,Yellowish",Fast,Stable,Short term,Sleepy,Dislike Moist,Anxiety,Constant,Irregular Chewing,Sudden and Sharp,Normal,Healthy,"Forgiving,Grateful",Low,Rough,Sky,Introvert,Negligible,Kapha
Medium,Dry,Brown,"Dry,Rough",Pinkish,Overweight,Redish,"Medium,Yellowish",Slow,Stable,Long Term,Moderate,Dislike Cold,Anxiety,Changes Quickly,Proper Chewing,Skips Meal,Normal,Healthy,"Forgiving,Grateful",Medium,Deep,Fire,Ambivert,Strong,Kapha
Thin and Lean,Normal,Grey,"Soft,Sweating",Glowing,Normal,Redish,"Irregular,Blackish",Slow,Restless,Short term,Sleepy,Dislike Heat,Calm,Constant,Irregular Chewing,Sudden and Sharp,Normal,Healthy,"Jealous,Fearful",High,Deep,Sky,Introvert,Negligible,Kapha
Well Built,Dry,Brown,"Dry,Rough",Pinkish,Normal,Blackish,"Medium,Yellowish",Medium,Stable,Long Term,Sleepy,Dislike Moist,Anxiety,Changes Slowly,Proper Chewing,Sudden and Sharp,More than Normal,Heavy,"Egoistic,Fearless",Medium,Rough,Fire,Ambivert,Strong,Kapha
Well Built,Greasy,Black,"Soft,Sweating",Pinkish,Overweight,Pinkish,"Medium,Yellowish",Fast,Restless,Good Memory,Moderate,Dislike Moist,Anger,Changes Quickly,Improper Chewing,Skips Meal,More than Normal,Healthy,"Jealous,Fearful",Low,Fast,Sky,Introvert,Negligible,Pitta
Well Built,Normal,Brown,"Soft,Sweating",Glowing,Normal,Redish,"Irregular,Blackish",Fast,Aggressive,Short term,Less,Dislike Moist,Anger,Changes Slowly,Improper Chewing,Skips Meal,Less than Normal,Weak,"Forgiving,Grateful",Medium,Deep,Sky,Introvert,Strong,Pitta
Medium,Normal,Grey,"Dry,Rough",Glowing,Overweight,Blackish,"Large,White",Medium,Stable,Good Memory,Sleepy,Dislike Moist,Anger,Constant,Irregular Chewing,Skips Meal,Normal,Weak,"Egoistic,Fearless",Low,Fast,Sky,Ambivert,Negligible,Pitta
Thin and Lean,Normal,Black,"Dry,Rough",Dark,Underweight,Pinkish,"Large,White",Fast,Aggressive,Long Term,Moderate,Dislike Cold,Anxiety,Constant,Proper Chewing,Irregular,Less than Normal,Weak,"Egoistic,Fearless",Low,Fast,Water,Ambivert,Mild,Pitta
Thin and Lean,Dry,Black,"Soft,Sweating",Glowing,Normal,Redish,"Large,White",Fast,Restless,Short term,Less,Dislike Heat,Anger,Constant,Proper Chewing,Sudden and Sharp,More than Normal,Healthy,"Jealous,Fearful",High,Fast,Fire,Ambivert,Strong,Pitta
Well Built,Dry,Black,"Soft,Sweating",Glowing,Underweight,Pinkish,"Medium,Yellowish",Slow,Stable,Long Term,Moderate,Dislike Heat,Anxiety,Changes Slowly,Improper Chewing,Skips Meal,Less than Normal,Healthy,"Egoistic,Fearless",High,Deep,Fire,Ambivert,Mild,Kapha
Well Built,Dry,Brown,"Dry,Rough",Dark,Overweight,Redish,"Medium,Yellowish",Fast,Stable,Long Term,Sleepy,Dislike Heat,Calm,Changes Quickly,Proper Chewing,Skips Meal,More than Normal,Weak,"Egoistic,Fearless",Medium,Rough,Fire,Ambivert,Mild,Kapha
Well Built,Dry,Grey,"Moist,Greasy",Pinkish,Overweight,Redish,"Large,White",Medium,Stable,Long Term,Moderate,Dislike Cold,Anxiety,Changes Slowly,Proper Chewing,Irregular,Less than Normal,Heavy,"Egoistic,Fearless",High,Deep,Sky,Introvert,Negligible,Kapha
Well Built,Normal,Black,"Soft,Sweating",Glowing,Overweight,Redish,"Medium,Yellowish",Fast,Stable,Good Memory,Sleepy,Dislike Cold,Anger,Changes Quickly,Improper Chewing,Irregular,More than Normal,Healthy,"Jealous,Fearful",Low,Fast,Sky,Introvert,Strong,Kapha
Medium,Dry,Black,"Dry,Rough",Glowing,Overweight,Redish,"Irregular,Blackish",Medium,Restless,Long Term,Sleepy,Dislike Heat,Calm,Changes Quickly,Improper Chewing,Skips Meal,Normal,Weak,"Jealous,Fearful",High,Deep,Fire,Introvert,Strong,Pitta
Well Built,Greasy,Black,"Dry,Rough",Pinkish,Underweight,Redish,"Irregular,Blackish",Slow,Aggressive,Short term,Moderate,Dislike Cold,Anxiety,Constant,Proper Chewing,Irregular,Normal,Healthy,"Jealous,Fearful",High,Deep,Sky,Introvert,Mild,Kapha
Medium,Dry,Black,"Dry,Rough",Dark,Normal,Pinkish,"Large,White",Fast,Stable,Good Memory,Less,Dislike Cold,Anxiety,Constant,Proper Chewing,Irregular,Less than Normal,Healthy,"Egoistic,Fearless",Low,Rough,Sky,Introvert,Strong,Vata
Well Built,Greasy,Grey,"Moist,Greasy",Glowing,Underweight,Pinkish,"Medium,Yellowish",Slow,Restless,Good Memory,Sleepy,Dislike Heat,Anger,Changes Quickly,Improper Chewing,Skips Meal,Normal,Healthy,"Jealous,Fearful",Medium,Rough,Sky,Introvert,Mild,Kapha
Well Built,Normal,Black,"Soft,Sweating",Pinkish,Overweight,Blackish,"Irregular,Blackish",Medium,Restless,Long Term,Less,Dislike Cold,Anxiety,Constant,Irregular Chewing,Skips Meal,Normal,Weak,"Egoistic,Fearless",Low,Deep,Water,Introvert,Strong,Kapha
Medium,Greasy,Grey,"Soft,Sweating",Glowing,Normal,Blackish,"Irregular,Blackish",Fast,Stable,Good Memory,Moderate,Dislike Cold,Anger,Changes Slowly,Proper Chewing,Irregular,More than Normal,Healthy,"Egoistic,Fearless",Low,Rough,Sky,Ambivert,Mild,Kapha
Thin and Lean,Greasy,Black,"Dry,Rough",Pinkish,Normal,Redish,"Medium,Yellowish",Fast,Aggressive,Long Term,Moderate,Dislike Moist,Anxiety,Constant,Proper Chewing,Skips Meal,Less than Normal,Healthy,"Jealous,Fearful",Low,Rough,Sky,Ambivert,Negligible,Kapha
Well Built,Dry,Black,"Dry,Rough",Dark,Underweight,Redish,"Irregular,Blackish",Medium,Aggressive,Long Term,Sleepy,Dislike Moist,Anger,Constant,Proper Chewing,Sudden and Sharp,More than Normal,Healthy,"Forgiving,Grateful",High,Fast,Water,Ambivert,Negligible,Pitta
Thin and Lean,Greasy,Grey,"Moist,Greasy",Glowing,Underweight,Pinkish,"Medium,Yellowish",Slow,Aggressive,Long Term,Moderate,Dislike Heat,Calm,Constant,Improper Chewing,Skips Meal,Less than Normal,Weak,"Jealous,Fearful",Medium,Rough,Sky,Introvert,Mild,Kapha
Medium,Normal,Brown,"Moist,Greasy",Dark,Normal,Blackish,"Large,White",Fast,Stable,Short term,Moderate,Dislike Heat,Anxiety,Constant,Irregular Chewing,Skips Meal,Less than Normal,Weak,"Egoistic,Fearless",Medium,Fast,Fire,Introvert,Negligible,Pitta
Medium,Dry,Brown,"Dry,Rough",Pinkish,Underweight,Blackish,"Large,White",Medium,Aggressive,Short term,Sleepy,Dislike Moist,Calm,Constant,Proper Chewing,Sudden and Sharp,Normal,Healthy,"Forgiving,Grateful",Medium,Rough,Fire,Extrovert,Negligible,Pitta
Well Built,Greasy,Grey,"Moist,Greasy",Glowing,Underweight,Blackish,"Irregular,Blackish",Medium,Aggressive,Long Term,Sleepy,Dislike Heat,Anxiety,Changes Quickly,Irregular Chewing,Skips Meal,Less than Normal,Weak,"Jealous,Fearful",Medium,Deep,Water,Introvert,Strong,Pitta
Thin and Lean,Dry,Brown,"Soft,Sweating",Glowing,Overweight,Blackish,"Irregular,Blackish",Medium,Stable,Good Memory,Sleepy,Dislike Moist,Calm,Constant,Improper Chewing,Skips Meal,Less than Normal,Weak,"Egoistic,Fearless",Medium,Deep,Fire,Extrovert,Negligible,Pitta
